Education,Income,Recency,NumWebVisitsMonth,Complain,Response,Age,Children,TotalSpending,NumOfTransactions,NumOfAcceptedCmp,CVR,AgeGroup,IncomeGroup,SpendingGroup,TransactionGroup,MaritalStatus_Bertunangan,MaritalStatus_Cerai,MaritalStatus_Duda,MaritalStatus_Janda,MaritalStatus_Lajang,MaritalStatus_Menikah
2,-1.2330459830370415,0.8987331777701877,0.6865773912388352,0,1,-0.18026018494008494,1,-0.9500035173202573,-1.2933526897049088,0,0.14285714285714285,3,2,0,0,0,0,0,0,0,1
2,-0.9160568373892775,-1.6899761694676592,0.6865773912388352,0,0,0.16340403366166784,2,-0.9882747980219946,-1.4246552542991395,0,0.0,3,3,0,0,1,0,0,0,0,0
1,1.6994674030214165,-1.034169801500738,-0.13443053093704654,0,1,-0.8675886221435904,1,1.1133177031212238,2.25181655433932,2,0.2,2,8,2,3,0,0,0,0,1,0
2,0.8029978778354253,-1.5519116709483074,-0.5449344920249874,0,0,0.9366485255156115,1,0.0799931241743207,0.4135806500200903,0,0.0,4,6,1,1,1,0,0,0,0,0
2,1.0732812334758557,1.4164750472177572,-0.13443053093704654,0,0,-0.09434413028964675,3,1.5925406962560194,0.544883214614321,0,0.0,3,7,3,1,1,0,0,0,0,0
3,0.7041881411867442,-1.6554600448378212,-0.9554384531129283,0,0,1.2803127441173643,0,1.0783743598718116,0.8074883438027824,0,0.0,4,6,2,2,0,0,0,0,0,1
1,-0.028529476018760606,-0.8270730537217102,1.097081352326776,0,0,-0.35209229424096133,1,-0.8252058628580711,-0.768142431327986,0,0.0,2,5,0,0,0,0,0,0,0,1
2,0.612184775946167,-0.6890085552023584,0.6865773912388352,0,0,0.8507324708651733,1,0.4294265566684425,1.9892114251508588,0,0.0,4,6,1,2,0,0,0,0,0,1
4,0.4056466090795652,1.3474427979580812,0.6865773912388352,0,0,-0.5239244035418377,2,0.09330487398362058,1.2013960375854746,1,0.0,2,6,1,2,0,0,0,0,0,1
2,-1.1104843571987013,0.3119590590629424,-1.3659424142008691,0,0,1.4521448534182406,0,-0.8984204868092204,-0.8994449959222167,0,0.0,4,2,0,0,0,0,0,0,0,1
2,-0.5512353299149071,0.657120305361322,0.2760734301508943,0,0,-0.6957565128427141,1,-0.9849468605696695,-1.4246552542991395,0,0.0,2,4,0,0,0,1,0,0,0,0
3,1.0919166089863195,-0.5164279320531686,-0.13443053093704654,0,1,-0.26617623959052317,0,2.1383224384373145,0.544883214614321,0,0.2,2,7,3,1,0,0,0,0,0,1
2,1.1188604516639171,-0.30933118427414086,-0.5449344920249874,0,1,-0.609840458192276,0,2.669128462083147,0.9387909083970132,1,0.25,2,7,4,2,0,0,0,0,1,0
1,-1.2046469850928838,-1.2757826739096036,-0.9554384531129283,1,0,-0.609840458192276,0,-0.9766270169388571,-1.4246552542991395,0,0.0,2,2,0,0,1,0,0,0,0,0
2,0.19042445110607217,-1.3793310477991176,1.097081352326776,0,1,0.3352361429625442,0,0.1448879044946576,0.8074883438027824,1,0.125,3,5,1,2,1,0,0,0,0,0
2,-1.043453333951995,1.3129266733282432,1.097081352326776,0,0,-1.3830849500462197,1,-0.7320236141929719,-0.3742347375452939,0,0.0,1,2,0,1,0,0,0,0,1,0
2,-1.2056796759272168,-1.5173955463184694,0.6865773912388352,0,0,-0.008428075639208563,1,-0.9799549543911821,-1.4246552542991395,0,0.0,3,2,0,0,0,0,0,0,0,1
1,-1.3345313277564945,1.3129266733282432,0.6865773912388352,0,0,-0.35209229424096133,1,-0.8751249246429456,-0.768142431327986,0,0.0,2,2,0,0,0,0,0,0,0,1
2,1.3787230179760779,-1.068685926130576,-1.77644637528881,0,0,-1.554917059347096,0,0.2879892149446313,1.5953037313681666,0,0.0,1,8,1,2,0,1,0,0,0,0
2,-1.0584742915422933,1.589055670366947,0.6865773912388352,0,0,0.7648164162147352,2,-0.9133962053446827,-1.0307475605164476,0,0.0,4,2,0,0,0,0,0,0,0,1
3,-0.7440668729803617,-0.03320218723543718,0.6865773912388352,0,0,-0.09434413028964675,2,-0.7553191763592466,-0.2429321729510632,1,0.0,3,3,0,1,0,0,0,0,0,1
2,-0.0751648552873899,-1.5864277955781454,0.6865773912388352,0,1,1.0225645801660497,1,-0.3875820878773375,0.28227808542585964,2,0.14285714285714285,4,5,0,1,0,0,0,0,1,0
2,1.2957322272896796,0.7261525546209979,-1.3659424142008691,0,0,-0.35209229424096133,0,1.2664028259281723,0.544883214614321,1,0.0,2,7,2,1,0,0,0,0,0,1
2,0.10273961117270576,1.0367976762895397,-1.3659424142008691,0,0,0.16340403366166784,1,-0.6837685211342598,-0.6368398667337554,0,0.0,3,5,0,0,1,0,0,0,0,0
4,-0.028529476018760606,-1.5519116709483074,1.507585313414717,0,0,1.0225645801660497,3,-0.003205312133803538,1.857908860556628,0,0.0,4,5,1,2,0,0,0,0,0,1
2,-0.028529476018760606,-0.13675056112495104,0.6865773912388352,0,0,1.0225645801660497,2,-0.9766270169388571,-1.4246552542991395,0,0.0,4,5,0,0,0,0,0,0,1,0
3,-0.028529476018760606,1.3129266733282432,-1.77644637528881,0,0,-0.35209229424096133,0,0.6324307412602657,0.019672956237398207,0,0.0,2,5,1,1,1,0,0,0,0,0
3,-0.4504071520900297,0.6916364299911599,0.6865773912388352,0,0,-0.26617623959052317,1,-0.9533314547725823,-1.2933526897049088,0,0.0,2,4,0,0,0,0,0,0,1,0
4,-1.3313863147610259,1.2093782994387294,-0.13443053093704654,0,0,-0.09434413028964675,1,-0.935027798784795,-0.6368398667337554,0,0.0,3,2,0,0,0,0,0,0,0,1
2,-1.0276813284821817,-0.6544924305725205,0.2760734301508943,0,0,-1.2112528407453433,1,-0.9316998613324701,-1.162050125110678,0,0.0,1,3,0,0,0,0,0,0,0,1
2,-0.19120175267244438,0.7951848038806738,0.2760734301508943,0,0,0.7648164162147352,1,0.0017865940446839166,0.9387909083970132,1,0.0,4,4,1,2,0,0,0,1,0,0
2,-0.008274653518092723,-0.41287955816365474,0.6865773912388352,0,0,-0.26617623959052317,2,-0.9017484242615453,-1.0307475605164476,0,0.0,2,5,0,0,0,1,0,0,0,0
1,1.244285447542908,-0.171266685754789,-1.3659424142008691,0,0,1.538060908068679,0,0.6207829601771283,1.3326986021797054,1,0.0,5,7,1,2,0,0,0,0,0,1
4,-0.08633669249517427,-0.5854601813128445,-0.13443053093704654,0,0,-1.2112528407453433,0,-0.3243512762831631,0.1509755208316289,0,0.0,1,5,0,1,0,0,0,0,0,1
1,-0.19556721847212483,-1.6899761694676592,1.097081352326776,0,0,0.7648164162147352,1,-0.8867727057260829,-1.0307475605164476,0,0.0,4,4,0,0,0,0,0,0,1,0
4,-0.8184206130523384,-0.20578281038462698,0.2760734301508943,0,0,0.8507324708651733,1,-0.9150601740708452,-1.0307475605164476,0,0.0,4,3,0,0,0,0,0,0,1,0
2,1.5820692313547413,0.34647518369278035,-0.13443053093704654,0,0,-0.8675886221435904,1,0.9386009868741628,1.5953037313681666,0,0.0,2,8,2,2,1,0,0,0,0,0
4,0.6504412773089581,0.657120305361322,-0.5449344920249874,0,0,2.053557235971308,0,0.8570665192922011,0.1509755208316289,0,0.0,5,6,2,1,0,0,0,0,0,1
2,1.652573851044204,-0.4819118074233307,-1.77644637528881,0,1,0.8507324708651733,0,0.818795238590464,0.6761857792085517,0,1.0,4,8,2,1,0,0,0,0,0,1
0,-1.2859479180503735,1.554539545737109,-0.13443053093704654,0,0,-0.8675886221435904,1,-0.9583233609510698,-1.2933526897049088,0,0.0,2,2,0,0,1,0,0,0,0,0
2,-0.13581197155821934,-1.1722343000200899,0.6865773912388352,0,0,0.4211521976129824,2,-0.6954163022173973,-0.2429321729510632,0,0.0,3,4,0,1,0,0,0,0,0,1
2,0.019889641963716616,0.2429268098032665,0.2760734301508943,0,0,-0.008428075639208563,2,0.5076330867980793,1.4640011667739359,0,0.0,3,5,1,2,0,0,0,0,0,1
2,-0.6305178216962004,-1.1032020507604139,0.6865773912388352,0,0,-0.7816725674931523,1,-0.7653029887162216,-0.768142431327986,0,0.0,2,3,0,0,0,0,0,0,1,0
3,1.740023988515222,-1.068685926130576,-1.3659424142008691,0,0,0.7648164162147352,0,0.4077949632283302,-0.1116296083568325,0,0.0,4,8,1,1,0,0,0,0,0,1
2,1.188003797071759,-0.10223443649511309,-0.9554384531129283,0,0,-0.8675886221435904,1,0.6058072416416659,1.2013960375854746,0,0.0,2,7,1,2,1,0,0,0,0,0
4,0.7574656001398336,-0.30933118427414086,1.507585313414717,0,1,-1.898581277948849,0,2.0218446276059403,0.28227808542585964,1,0.1111111111111111,1,6,3,1,0,0,0,0,1,0
3,0.2487245427534175,-0.7580408044620344,0.2760734301508943,0,0,0.5070682522634206,1,0.005114531497008887,0.6761857792085517,1,0.0,3,5,1,1,1,0,0,0,0,0
2,1.598216760764312,1.589055670366947,-0.9554384531129283,0,1,-1.898581277948849,0,0.20811871608883203,1.3326986021797054,2,0.3333333333333333,1,8,1,2,0,0,0,0,1,0
4,-0.3762411739879317,-1.034169801500738,0.6865773912388352,0,0,-0.9535046767940287,1,-0.08973168589425275,0.8074883438027824,0,0.0,2,4,1,2,0,0,0,0,0,1
2,-0.05652947977692606,-0.7580408044620344,0.2760734301508943,0,0,0.5929843069138588,2,-0.8168860192272586,-0.8994449959222167,0,0.0,3,5,0,0,0,0,0,0,1,0
2,1.8201514091609696,-0.8270730537217102,-1.77644637528881,0,0,-0.09434413028964675,0,1.8621036298943419,0.019672956237398207,2,0.0,3,9,3,1,0,0,0,0,0,1
1,-0.7247273900828526,0.8642170531403498,1.507585313414717,0,0,-0.7816725674931523,1,-0.04646849901402814,0.6761857792085517,0,0.0,2,3,1,1,0,0,0,0,0,1
1,-0.9968414249296005,1.2438944240685674,-0.13443053093704654,0,0,0.16340403366166784,2,-0.8717969871906206,-1.0307475605164476,0,0.0,3,3,0,0,1,0,0,0,0,0
2,-1.411560675899243,-0.41287955816365474,0.2760734301508943,0,0,-0.008428075639208563,1,-0.9516674860464198,-1.0307475605164476,0,0.0,3,2,0,0,1,0,0,0,0,0
3,0.1943205119810558,0.5535719314718082,-0.5449344920249874,0,0,1.3662287987678026,1,0.09164090525745809,0.9387909083970132,0,0.0,4,5,1,2,1,0,0,0,0,0
3,-0.9121607765142937,-1.2412665492797657,-0.13443053093704654,0,1,0.16340403366166784,1,-0.8734609559167831,-0.768142431327986,0,0.2,3,3,0,0,0,0,0,0,1,0
3,-1.5245933817662378,0.48453968221213223,0.6865773912388352,0,0,-1.3830849500462197,2,-0.9566593922249074,-1.162050125110678,0,0.0,1,1,0,0,0,0,0,0,0,1
2,-0.9856226472293464,1.1748621748088914,0.6865773912388352,0,0,-0.609840458192276,1,-0.935027798784795,-1.2933526897049088,0,0.0,2,3,0,0,0,1,0,0,0,0
2,2.346119627283759,0.6916364299911599,-1.3659424142008691,0,1,-1.2112528407453433,0,0.8820260501846384,1.5953037313681666,3,0.5,1,10,2,2,0,0,0,0,1,0
1,0.9152795358229052,1.3129266733282432,-1.77644637528881,0,0,0.3352361429625442,0,-0.07641993608495287,0.1509755208316289,0,0.0,3,7,1,1,1,0,0,0,0,0
2,1.2963893941842553,-0.41287955816365474,-1.77644637528881,0,1,-1.2971688953957814,0,2.1932334064006764,0.1509755208316289,0,1.0,1,7,3,1,0,0,0,0,1,0
3,0.11071949489255173,0.0703461866540767,0.2760734301508943,0,0,1.3662287987678026,2,-0.8568212686551583,-0.8994449959222167,0,0.0,4,5,0,0,0,0,0,0,0,1
4,-0.028529476018760606,-0.8961053029813861,0.2760734301508943,0,0,0.678900361564297,1,-0.334335088640138,0.28227808542585964,0,0.0,4,5,0,1,0,0,0,0,0,1
4,1.1916651554843942,0.7951848038806738,-0.5449344920249874,0,0,1.108480634816488,2,0.09330487398362058,1.070093472991244,0,0.0,4,7,1,2,1,0,0,0,0,0
2,0.5167547547553031,-1.3448149231692796,-0.13443053093704654,0,0,1.4521448534182406,1,-0.2361609337965514,0.544883214614321,0,0.0,4,6,0,1,0,0,0,0,0,1
3,0.43850495380834276,-0.24029893501446492,1.097081352326776,0,0,0.9366485255156115,2,0.04504978092490852,1.070093472991244,0,0.0,4,6,1,2,0,0,1,0,0,0
2,1.0072829010634823,-1.3448149231692796,-0.5449344920249874,0,0,-0.008428075639208563,0,0.1997988724580196,0.544883214614321,0,0.0,3,7,1,1,0,0,0,0,0,1
2,-0.028529476018760606,1.623571794996785,-0.5449344920249874,0,0,0.5070682522634206,1,0.1997988724580196,0.544883214614321,0,0.0,3,5,1,1,0,0,0,0,0,1
4,-0.4899779872419718,0.0703461866540767,1.097081352326776,0,0,0.4211521976129824,2,-0.5423311794104486,0.1509755208316289,0,0.0,3,4,0,1,0,0,0,0,0,1
4,0.5159567663833184,-0.9651375522410621,-0.9554384531129283,0,0,0.16340403366166784,0,1.4594231981630206,1.070093472991244,1,0.0,3,6,2,2,1,0,0,0,0,0
0,-1.9922145677492122,-0.6199763059426825,1.097081352326776,0,0,-0.609840458192276,1,-0.9583233609510698,-1.162050125110678,0,0.0,2,0,0,0,0,1,0,0,0,0
4,-0.8555974830883267,0.4155074329524563,1.097081352326776,0,0,0.8507324708651733,3,-0.8301977690365585,-0.768142431327986,0,0.0,4,3,0,0,0,0,0,0,0,1
4,-0.7571163298869333,-0.41287955816365474,-0.13443053093704654,0,1,-0.35209229424096133,2,-0.9250439864278202,-1.162050125110678,1,0.2,2,3,0,0,0,0,1,0,0,0
4,-0.7073124673766005,0.8642170531403498,0.6865773912388352,0,0,0.3352361429625442,2,-0.9433476424156074,-1.0307475605164476,0,0.0,3,3,0,0,0,1,0,0,0,0
3,1.918444800392484,-0.10223443649511309,-1.3659424142008691,0,0,-1.984497332599287,0,2.449484590229699,0.9387909083970132,0,0.0,0,9,4,2,0,0,0,0,1,0
3,0.6156114318964538,-1.5519116709483074,0.6865773912388352,0,1,-0.609840458192276,1,0.7455806146393146,0.28227808542585964,0,0.14285714285714285,2,6,2,1,1,0,0,0,0,0
2,1.6016903572070684,0.8297009285105118,-1.3659424142008691,0,0,0.5929843069138588,0,1.2980182317252595,1.070093472991244,0,0.0,3,8,2,2,0,0,0,0,0,1
4,0.7680741514379817,-0.06771831186527513,0.2760734301508943,0,0,-0.4380083488913995,1,0.44273830647774237,1.3326986021797054,0,0.0,2,6,1,2,0,0,0,0,1,0
2,-0.4743937437420373,-1.2412665492797657,0.6865773912388352,0,0,-1.6408331139975343,1,-0.48742021144708664,-0.3742347375452939,0,0.0,1,4,0,1,1,0,0,0,0,0
2,0.3670615242694864,-0.4473956827934927,1.097081352326776,0,0,-0.609840458192276,2,0.4527221188347173,0.019672956237398207,0,0.0,2,5,1,1,0,0,0,0,0,1
2,-1.315849011753561,-0.06771831186527513,0.2760734301508943,0,1,-0.5239244035418377,1,-0.8934285806307329,-1.162050125110678,0,0.16666666666666666,2,2,0,0,0,0,0,0,0,1
2,-0.6309872266208972,0.0013139373944007846,1.097081352326776,1,0,-1.0394207314444668,1,-0.9699711420342072,-1.4246552542991395,0,0.0,2,3,0,0,1,0,0,0,0,0
1,-0.7651900945917187,1.554539545737109,1.097081352326776,0,0,-0.35209229424096133,3,-0.6554810527894975,0.1509755208316289,0,0.0,2,3,0,1,0,0,0,0,0,1
3,-0.11191926089115109,0.5535719314718082,-0.9554384531129283,0,0,0.249320088312106,0,-0.7952544257871463,-0.8994449959222167,0,0.0,3,4,0,0,0,0,0,0,0,1
3,0.345703600195781,0.34647518369278035,-0.9554384531129283,0,0,1.3662287987678026,2,-0.24281680870120134,0.1509755208316289,0,0.0,4,5,0,1,0,0,0,0,0,1
2,0.6457941685544595,1.623571794996785,0.2760734301508943,0,0,-0.008428075639208563,1,-0.24115283997503886,0.544883214614321,1,0.0,3,6,0,1,0,0,0,0,0,1
